"","ID","Date","URL","Y/N - Describes a Lynching?","Notes","Reviewed by TE","Notes from TE","rsw questions","...1","...2","article_id","sn","newspaper_name","year","month","day","page","edition","mod_id","newspaper_state","file_id2","index"
"474",17204,1856-09-12,"https://articleextractor.org/pages/17204/vi_manowar_ver01/sn84024738/1856/09/12/ed-1/seq-1/1",NA,NA,NA,NA,NA,2033,643216,0,"sn84024738","The daily dispatch (Richmond [Va.])",1856,9,12,"seq-1","ed-1",1,"Virginia","17204_0",1202
"475",17205,1856-09-18,"https://articleextractor.org/pages/17205/ohi_gann_ver01/sn83035102/1856/09/18/ed-1/seq-4/1",NA,NA,NA,NA,NA,2034,489585,0,"sn83035102","The weekly Portage sentinel (Ravenna, Ohio)",1856,9,18,"seq-4","ed-1",1,"Ohio","17205_0",1203
"476",17207,1856-09-18,"https://articleextractor.org/pages/17207/vi_manowar_ver01/sn84024738/1856/09/18/ed-1/seq-1/1",NA,NA,NA,NA,NA,2035,643235,0,"sn84024738","The daily dispatch (Richmond [Va.])",1856,9,18,"seq-1","ed-1",1,"Virginia","17207_0",1204
"477",17208,1856-09-24,"https://articleextractor.org/pages/17208/vi_manowar_ver01/sn84024738/1856/09/24/ed-1/seq-2/1",NA,NA,NA,NA,NA,2036,643297,0,"sn84024738","The daily dispatch (Richmond [Va.])",1856,9,24,"seq-2","ed-1",1,"Virginia","17208_0",1205
"478",17209,1856-09-25,"https://articleextractor.org/pages/17209/ohi_gann_ver01/sn83035102/1856/09/25/ed-1/seq-4/1",NA,NA,NA,NA,NA,2037,489617,0,"sn83035102","The weekly Portage sentinel (Ravenna, Ohio)",1856,9,25,"seq-4","ed-1",1,"Ohio","17209_0",1206
"479",17211,1856-10-02,"https://articleextractor.org/pages/17211/ohi_gann_ver01/sn83035102/1856/10/02/ed-1/seq-4/1",NA,NA,NA,NA,NA,2038,489649,0,"sn83035102","The weekly Portage sentinel (Ravenna, Ohio)",1856,10,2,"seq-4","ed-1",1,"Ohio","17211_0",1207
"480",17212,1856-10-10,"https://articleextractor.org/pages/17212/vi_balikun_ver01/sn84024656/1856/10/10/ed-1/seq-3/1",NA,NA,NA,NA,NA,2039,626969,0,"sn84024656","Richmond daily Whig (Richmond, Va.)",1856,10,10,"seq-3","ed-1",1,"Virginia","17212_0",1208
"481",17220,1857-05-01,"https://articleextractor.org/pages/17220/wvu_austria_ver01/sn86092535/1857/05/01/ed-1/seq-2/1",NA,NA,NA,NA,NA,2041,695941,0,"sn86092535","Wheeling daily intelligencer (Wheeling, Va. [...)",1857,5,1,"seq-2","ed-1",1,"West Virginia","17220_0",1210
"482",17223,1859-01-29,"https://articleextractor.org/pages/17223/wvu_antares_ver02/sn84026824/1859/01/29/ed-1/seq-2/1",NA,NA,NA,NA,NA,2042,695705,0,"sn84026824","Shepherdstown register (Shepherdstown, ...)",1859,1,29,"seq-2","ed-1",1,"West Virginia","17223_0",1211
"483",17224,1859-10-15,"https://articleextractor.org/pages/17224/wvu_antares_ver02/sn84026824/1859/10/15/ed-1/seq-2/1",NA,NA,NA,NA,NA,2043,695725,0,"sn84026824","Shepherdstown register (Shepherdstown, ...)",1859,10,15,"seq-2","ed-1",1,"West Virginia","17224_0",1212
"484",17225,1860-02-25,"https://articleextractor.org/pages/17225/wvu_antares_ver02/sn84026824/1860/02/25/ed-1/seq-2/1",NA,NA,NA,NA,NA,2044,695743,0,"sn84026824","Shepherdstown register (Shepherdstown, ...)",1860,2,25,"seq-2","ed-1",1,"West Virginia","17225_0",1213
"485",17226,1860-04-27,"https://articleextractor.org/pages/17226/wvu_austria_ver01/sn84026845/1860/04/27/ed-1/seq-3/1",NA,NA,NA,NA,NA,2045,695887,0,"sn84026845","Daily intelligencer (Wheeling, Va. [...)",1860,4,27,"seq-3","ed-1",1,"West Virginia","17226_0",1214
"486",17297,1855-05-11,"https://articleextractor.org/pages/17297/ohi_ingstad_ver01/sn86079046/1855/05/11/ed-1/seq-2/1",NA,NA,NA,NA,NA,2084,495711,0,"sn86079046","Plymouth advertiser (Plymouth, Ohio)",1855,5,11,"seq-2","ed-1",1,"Ohio","17297_0",1253
"487",17298,1855-05-09,"https://articleextractor.org/pages/17298/ohi_ariel_ver02/sn84028385/1855/05/09/ed-1/seq-2/1",NA,NA,NA,NA,NA,2085,467800,0,"sn84028385","Western Reserve chronicle (Warren, Ohio)",1855,5,9,"seq-2","ed-1",1,"Ohio","17298_0",1254
"488",17300,1855-05-04,"https://articleextractor.org/pages/17300/vtu_adamant_ver01/sn84023127/1855/05/04/ed-1/seq-2/1",NA,NA,NA,NA,NA,2086,652228,0,"sn84023127","Burlington free press (Burlington, Vt.)",1855,5,4,"seq-2","ed-1",1,"Vermont","17300_0",1255
"489",17301,1855-05-01,"https://articleextractor.org/pages/17301/vi_manowar_ver01/sn84024738/1855/05/01/ed-1/seq-1/1",NA,NA,NA,NA,NA,2087,641103,0,"sn84024738","The daily dispatch (Richmond [Va.])",1855,5,1,"seq-1","ed-1",1,"Virginia","17301_0",1256
"490",17303,1855-04-24,"https://articleextractor.org/pages/17303/khi_anthony_ver01/sn82015827/1855/04/24/ed-1/seq-2/1",NA,NA,NA,NA,NA,2088,184872,0,"sn82015827","Squatter sovereign (Atchison, Kan. ...)",1855,4,24,"seq-2","ed-1",1,"Kansas","17303_0",1257
"491",17304,1855-04-21,"https://articleextractor.org/pages/17304/vi_manowar_ver01/sn84024738/1855/04/21/ed-1/seq-1/1",NA,NA,NA,NA,NA,2089,641030,0,"sn84024738","The daily dispatch (Richmond [Va.])",1855,4,21,"seq-1","ed-1",1,"Virginia","17304_0",1258
"492",17306,1855-03-04,"https://articleextractor.org/pages/17306/dlc_barnes_ver02/sn83030364/1855/03/04/ed-1/seq-7/2",NA,NA,NA,NA,NA,2090,38139,0,"sn83030364","New-York dispatch (New York [N.Y.])",1855,3,4,"seq-7","ed-1",2,"New York","17306_0",1259
"493",17306,1855-03-04,"https://articleextractor.org/pages/17306/dlc_barnes_ver02/sn83030364/1855/03/04/ed-1/seq-7/2",NA,NA,NA,NA,NA,2091,38141,1,"sn83030364","New-York dispatch (New York [N.Y.])",1855,3,4,"seq-7","ed-1",2,"New York","17306_1",1260
"494",17310,1854-12-29,"https://articleextractor.org/pages/17310/vi_manowar_ver01/sn84024738/1854/12/29/ed-1/seq-1/1",NA,NA,NA,NA,NA,2092,640847,0,"sn84024738","The daily dispatch (Richmond [Va.])",1854,12,29,"seq-1","ed-1",1,"Virginia","17310_0",1261
"495",17311,1854-12-29,"https://articleextractor.org/pages/17311/khi_anthony_ver01/sn85029297/1854/12/29/ed-1/seq-2/1",NA,NA,NA,NA,NA,2093,184914,0,"sn85029297","Kansas weekly herald (Leavenworth, Ka...)",1854,12,29,"seq-2","ed-1",1,"Kansas","17311_0",1262
"496",17311,1854-12-29,"https://articleextractor.org/pages/17311/khi_anthony_ver01/sn85029297/1854/12/29/ed-1/seq-2/1",NA,NA,NA,NA,NA,2094,184917,1,"sn85029297","Kansas weekly herald (Leavenworth, Ka...)",1854,12,29,"seq-2","ed-1",1,"Kansas","17311_1",1263
"497",17312,1854-12-15,"https://articleextractor.org/pages/17312/vi_manowar_ver01/sn84024738/1854/12/15/ed-1/seq-1/1",NA,NA,NA,NA,NA,2095,640758,0,"sn84024738","The daily dispatch (Richmond [Va.])",1854,12,15,"seq-1","ed-1",1,"Virginia","17312_0",1264
"498",17314,1854-12-14,"https://articleextractor.org/pages/17314/vi_exmoor_ver01/sn85034360/1854/12/14/ed-1/seq-2/2",NA,NA,NA,NA,NA,2096,632808,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1854,12,14,"seq-2","ed-1",2,"Virginia","17314_0",1265
"499",17315,1854-10-25,"https://articleextractor.org/pages/17315/vtu_irasburg_ver01/sn83025667/1854/10/25/ed-1/seq-1/1",NA,NA,NA,NA,NA,2097,668823,0,"sn83025667","The Middlebury register (Middlebury, Vt.)",1854,10,25,"seq-1","ed-1",1,"Vermont","17315_0",1266
"500",17317,1854-07-30,"https://articleextractor.org/pages/17317/dlc_dunbar_ver01/sn83030364/1854/07/30/ed-1/seq-4/1",NA,NA,NA,NA,NA,2098,41271,0,"sn83030364","New-York dispatch (New York [N.Y.])",1854,7,30,"seq-4","ed-1",1,"New York","17317_0",1267
"501",17318,1854-03-03,"https://articleextractor.org/pages/17318/ohi_fu_ver01/sn85038078/1854/03/03/ed-1/seq-2/1",NA,NA,NA,NA,NA,2099,488686,0,"sn85038078","The Kalida venture (Kalida, Ohio)",1854,3,3,"seq-2","ed-1",1,"Ohio","17318_0",1268
"502",17319,1854-02-21,"https://articleextractor.org/pages/17319/vi_drive_ver01/sn85025007/1854/02/21/ed-1/seq-2/1",NA,NA,NA,NA,NA,2100,631052,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1854,2,21,"seq-2","ed-1",1,"District of Columbia","17319_0",1269
"503",17320,1854-02-15,"https://articleextractor.org/pages/17320/ohi_fu_ver01/sn83035044/1854/02/15/ed-1/seq-3/1",NA,NA,NA,NA,NA,2101,488580,0,"sn83035044","The Ohio star (Ravenna, Ohio)",1854,2,15,"seq-3","ed-1",1,"Ohio","17320_0",1270
"504",17321,1854-01-30,"https://articleextractor.org/pages/17321/vi_klepper_ver02/sn84024652/1854/01/30/ed-1/seq-1/1",NA,NA,NA,NA,NA,2102,637786,0,"sn84024652","Republican vindicator (Staunton, Va.)",1854,1,30,"seq-1","ed-1",1,"Virginia","17321_0",1271
"505",17322,1854-01-24,"https://articleextractor.org/pages/17322/vi_drive_ver01/sn85025007/1854/01/24/ed-1/seq-2/1",NA,NA,NA,NA,NA,2103,631025,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1854,1,24,"seq-2","ed-1",1,"District of Columbia","17322_0",1272
"506",17324,1853-11-19,"https://articleextractor.org/pages/17324/nmu_coyote_ver02/sn84022165/1853/11/19/ed-1/seq-2/1",NA,NA,NA,NA,NA,2104,444261,0,"sn84022165","The Santa Fe weekly gazette (Santa Fe, N.M.T...)",1853,11,19,"seq-2","ed-1",1,"New Mexico","17324_0",1273
"507",17325,1853-11-05,"https://articleextractor.org/pages/17325/ohi_desdemona_ver01/sn83035487/1853/11/05/ed-1/seq-1/1",NA,NA,NA,NA,NA,2105,480503,0,"sn83035487","Anti-slavery bugle (New-Lisbon, Ohi...)",1853,11,5,"seq-1","ed-1",1,"Ohio","17325_0",1274
"508",17326,1853-10-27,"https://articleextractor.org/pages/17326/vi_appaloosa_ver01/sn84024656/1853/10/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,2106,625744,0,"sn84024656","Richmond daily Whig (Richmond, Va.)",1853,10,27,"seq-2","ed-1",1,"Virginia","17326_0",1275
"509",17328,1852-01-03,"https://articleextractor.org/pages/17328/dlc_elf_ver03/sn82014764/1852/01/03/ed-1/seq-2/1",NA,NA,NA,NA,NA,2107,44085,0,"sn82014764","The southern press (Washington [D.C...)",1852,1,3,"seq-2","ed-1",1,"District of Columbia","17328_0",1276
"510",17329,1851-12-23,"https://articleextractor.org/pages/17329/mimtptc_alpena_ver01/sn85026466/1851/12/23/ed-1/seq-2/1",NA,NA,NA,NA,NA,2108,234840,0,"sn85026466","Grand River times (Grand Haven, Mi...)",1851,12,23,"seq-2","ed-1",1,"Michigan","17329_0",1277
"511",17329,1851-12-23,"https://articleextractor.org/pages/17329/mimtptc_alpena_ver01/sn85026466/1851/12/23/ed-1/seq-2/1",NA,NA,NA,NA,NA,2109,234832,1,"sn85026466","Grand River times (Grand Haven, Mi...)",1851,12,23,"seq-2","ed-1",1,"Michigan","17329_1",1278
"512",17330,1851-11-21,"https://articleextractor.org/pages/17330/tu_nancy_ver01/sn84024443/1851/11/21/ed-1/seq-2/1",NA,NA,NA,NA,NA,2110,585559,0,"sn84024443","The Athens post (Athens, Tenn.)",1851,11,21,"seq-2","ed-1",1,"Tennessee","17330_0",1279
"513",17331,1851-11-04,"https://articleextractor.org/pages/17331/mimtptc_beulah_ver01/sn85033637/1851/11/04/ed-1/seq-1/1",NA,NA,NA,NA,NA,2111,236394,0,"sn85033637","The Hillsdale standard (Hillsdale, Mich...)",1851,11,4,"seq-1","ed-1",1,"Michigan","17331_0",1280
"514",17331,1851-11-04,"https://articleextractor.org/pages/17331/mimtptc_beulah_ver01/sn85033637/1851/11/04/ed-1/seq-1/1",NA,NA,NA,NA,NA,2112,236397,1,"sn85033637","The Hillsdale standard (Hillsdale, Mich...)",1851,11,4,"seq-1","ed-1",1,"Michigan","17331_1",1281
"515",17332,1851-10-30,"https://articleextractor.org/pages/17332/ohi_edgar_ver01/sn85038121/1851/10/30/ed-1/seq-3/1",NA,NA,NA,NA,NA,2113,486163,0,"sn85038121","Gallipolis journal (Gallipolis, Ohi...)",1851,10,30,"seq-3","ed-1",1,"Ohio","17332_0",1282
"516",17334,1851-10-11,"https://articleextractor.org/pages/17334/ncu_dan_ver01/sn85042204/1851/10/11/ed-1/seq-1/1",NA,NA,NA,NA,NA,2114,371818,0,"sn85042204","Tarboro' press (Tarborough, (Ed...))",1851,10,11,"seq-1","ed-1",1,"North Carolina","17334_0",1283
"517",17335,1851-09-26,"https://articleextractor.org/pages/17335/ncu_lumber_ver01/sn84026536/1851/09/26/ed-1/seq-2/1",NA,NA,NA,NA,NA,2115,391082,0,"sn84026536","Wilmington journal (Wilmington, N.C...)",1851,9,26,"seq-2","ed-1",1,"North Carolina","17335_0",1284
"518",17336,1851-09-26,"https://articleextractor.org/pages/17336/ncu_lumber_ver01/sn84026536/1851/09/26/ed-1/seq-1/1",NA,NA,NA,NA,NA,2116,390962,0,"sn84026536","Wilmington journal (Wilmington, N.C...)",1851,9,26,"seq-1","ed-1",1,"North Carolina","17336_0",1285
"519",17337,1851-09-25,"https://articleextractor.org/pages/17337/vi_icelandic_ver01/sn84024692/1851/09/25/ed-1/seq-2/1",NA,NA,NA,NA,NA,2117,636389,0,"sn84024692","Richmond daily times (Richmond [Va.])",1851,9,25,"seq-2","ed-1",1,"Virginia","17337_0",1286
"520",17338,1851-09-18,"https://articleextractor.org/pages/17338/vtu_hildene_ver01/sn84023209/1851/09/18/ed-1/seq-3/1",NA,NA,NA,NA,NA,2118,665705,0,"sn84023209","Green-Mountain freeman (Montpelier, Vt.)",1851,9,18,"seq-3","ed-1",1,"Vermont","17338_0",1287
"521",17339,1851-07-23,"https://articleextractor.org/pages/17339/vi_crawdads_ver01/sn85025007/1851/07/23/ed-1/seq-2/1",NA,NA,NA,NA,NA,2119,629972,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1851,7,23,"seq-2","ed-1",1,"District of Columbia","17339_0",1288
"522",17342,1851-07-10,"https://articleextractor.org/pages/17342/mnhi_foxtrot_ver01/sn83025241/1851/07/10/ed-1/seq-1/1",NA,NA,NA,NA,NA,2120,266979,0,"sn83025241","The Minnesota pioneer (St. Paul, Minn....)",1851,7,10,"seq-1","ed-1",1,"Minnesota","17342_0",1289
"523",17343,1851-07-10,"https://articleextractor.org/pages/17343/me_calais_ver02/sn82014356/1851/07/10/ed-1/seq-2/1",NA,NA,NA,NA,NA,2121,231710,0,"sn82014356","Eastern times (Bath, Me.)",1851,7,10,"seq-2","ed-1",1,"Maine","17343_0",1290
"524",17344,1851-07-08,"https://articleextractor.org/pages/17344/vi_icelandic_ver01/sn84024692/1851/07/08/ed-1/seq-3/1",NA,NA,NA,NA,NA,2122,636253,0,"sn84024692","Richmond daily times (Richmond [Va.])",1851,7,8,"seq-3","ed-1",1,"Virginia","17344_0",1291
"525",17347,1851-06-28,"https://articleextractor.org/pages/17347/ohi_ingstad_ver01/sn85026051/1851/06/28/ed-1/seq-3/1",NA,NA,NA,NA,NA,2123,495436,0,"sn85026051","Fremont weekly freeman (Fremont, Sandus...)",1851,6,28,"seq-3","ed-1",1,"Ohio","17347_0",1292
"526",17348,1851-06-25,"https://articleextractor.org/pages/17348/ncu_alligator_ver01/sn84045030/1851/06/25/ed-1/seq-1/1",NA,NA,NA,NA,NA,2124,362843,0,"sn84045030","Weekly North Carolina standard (Raleigh, N.C.)",1851,6,25,"seq-1","ed-1",1,"North Carolina","17348_0",1293
"527",17349,1851-06-24,"https://articleextractor.org/pages/17349/tu_homer_ver01/sn85033395/1851/06/24/ed-1/seq-2/1",NA,NA,NA,NA,NA,2125,576823,0,"sn85033395","Fayetteville observer (Fayetteville, T...)",1851,6,24,"seq-2","ed-1",1,"Tennessee","17349_0",1294
"528",17350,1855-05-31,"https://articleextractor.org/pages/17350/mnhi_foxtrot_ver01/sn84035804/1855/05/31/ed-1/seq-2/1",NA,NA,NA,NA,NA,2126,267200,0,"sn84035804","The daily Minnesota pioneer (St. Paul, Minn.)",1855,5,31,"seq-2","ed-1",1,"Minnesota","17350_0",1295
"529",17351,1855-05-30,"https://articleextractor.org/pages/17351/whi_inez_ver01/sn85033189/1855/05/30/ed-1/seq-2/1",NA,NA,NA,NA,NA,2127,694356,0,"sn85033189","Mineral Point tribune (Mineral Point, ...)",1855,5,30,"seq-2","ed-1",1,"Wisconsin","17351_0",1296
"530",17352,1855-05-29,"https://articleextractor.org/pages/17352/vi_manowar_ver01/sn84024738/1855/05/29/ed-1/seq-3/1",NA,NA,NA,NA,NA,2128,641289,0,"sn84024738","The daily dispatch (Richmond [Va.])",1855,5,29,"seq-3","ed-1",1,"Virginia","17352_0",1297
"531",17353,1855-05-28,"https://articleextractor.org/pages/17353/iahi_abra_ver01/sn85049817/1855/05/28/ed-1/seq-2/1",NA,NA,NA,NA,NA,2129,74739,0,"sn85049817","Burlington tri-weekly hawk-eye (Burlington [Iow...)",1855,5,28,"seq-2","ed-1",1,"Iowa","17353_0",1298
"532",17353,1855-05-28,"https://articleextractor.org/pages/17353/iahi_abra_ver01/sn85049817/1855/05/28/ed-1/seq-2/1",NA,NA,NA,NA,NA,2130,74832,1,"sn85049817","Burlington tri-weekly hawk-eye (Burlington [Iow...)",1855,5,28,"seq-2","ed-1",1,"Iowa","17353_1",1299
"533",17355,1855-05-18,"https://articleextractor.org/pages/17355/mnhi_foxtrot_ver01/sn84035804/1855/05/18/ed-1/seq-3/1",NA,NA,NA,NA,NA,2131,267088,0,"sn84035804","The daily Minnesota pioneer (St. Paul, Minn.)",1855,5,18,"seq-3","ed-1",1,"Minnesota","17355_0",1300
"534",17358,1852-11-27,"https://articleextractor.org/pages/17358/nmu_coyote_ver02/sn84022165/1852/11/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,2132,444245,0,"sn84022165","The Santa Fe weekly gazette (Santa Fe, N.M.T...)",1852,11,27,"seq-2","ed-1",1,"New Mexico","17358_0",1301
"535",17360,1852-09-11,"https://articleextractor.org/pages/17360/vi_exmoor_ver01/sn85034360/1852/09/11/ed-1/seq-1/1",NA,NA,NA,NA,NA,2133,632331,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1852,9,11,"seq-1","ed-1",1,"Virginia","17360_0",1302
"536",17362,1852-08-14,"https://articleextractor.org/pages/17362/vi_manowar_ver01/sn84024738/1852/08/14/ed-1/seq-2/2",NA,NA,NA,NA,NA,2134,639356,0,"sn84024738","The daily dispatch (Richmond [Va.])",1852,8,14,"seq-2","ed-1",2,"Virginia","17362_0",1303
"537",17362,1852-08-14,"https://articleextractor.org/pages/17362/vi_manowar_ver01/sn84024738/1852/08/14/ed-1/seq-2/2",NA,NA,NA,NA,NA,2135,639357,1,"sn84024738","The daily dispatch (Richmond [Va.])",1852,8,14,"seq-2","ed-1",2,"Virginia","17362_1",1304
"538",17363,1852-08-04,"https://articleextractor.org/pages/17363/mimtptc_alpena_ver01/sn85026466/1852/08/04/ed-1/seq-2/1",NA,NA,NA,NA,NA,2136,234851,0,"sn85026466","Grand River times (Grand Haven, Mi...)",1852,8,4,"seq-2","ed-1",1,"Michigan","17363_0",1305
"539",17364,1852-07-29,"https://articleextractor.org/pages/17364/vtu_foxville_ver01/sn84023200/1852/07/29/ed-1/seq-3/1",NA,NA,NA,NA,NA,2137,661742,0,"sn84023200","Vermont watchman and State journal (Montpelier, Vt.)",1852,7,29,"seq-3","ed-1",1,"Vermont","17364_0",1306
"540",17365,1851-06-23,"https://articleextractor.org/pages/17365/ohi_drake_ver01/sn85026203/1851/06/23/ed-1/seq-3/1",NA,NA,NA,NA,NA,2138,481151,0,"sn85026203","The Portsmouth inquirer (Portsmouth, O. ...)",1851,6,23,"seq-3","ed-1",1,"Ohio","17365_0",1307
"541",17366,1851-06-20,"https://articleextractor.org/pages/17366/msar_goldenharvest_ver01/sn83016883/1851/06/20/ed-1/seq-2/1",NA,NA,NA,NA,NA,2139,334822,0,"sn83016883","Mississippi palladium (Holly Springs, ...)",1851,6,20,"seq-2","ed-1",1,"Mississippi","17366_0",1308
"542",17367,1851-06-19,"https://articleextractor.org/pages/17367/vi_icelandic_ver01/sn84024692/1851/06/19/ed-1/seq-3/1",NA,NA,NA,NA,NA,2140,636231,0,"sn84024692","Richmond daily times (Richmond [Va.])",1851,6,19,"seq-3","ed-1",1,"Virginia","17367_0",1309
"543",17369,1851-06-18,"https://articleextractor.org/pages/17369/vi_icelandic_ver01/sn84024692/1851/06/18/ed-1/seq-3/1",NA,NA,NA,NA,NA,2141,636209,0,"sn84024692","Richmond daily times (Richmond [Va.])",1851,6,18,"seq-3","ed-1",1,"Virginia","17369_0",1310
"544",17370,1851-06-13,"https://articleextractor.org/pages/17370/lu_diglett_ver01/sn82015378/1851/06/13/ed-1/seq-2/1",NA,NA,NA,NA,NA,2142,226303,0,"sn82015378","The daily crescent ([New Orleans, L...)",1851,6,13,"seq-2","ed-1",1,"Louisiana","17370_0",1311
"545",17371,1851-06-12,"https://articleextractor.org/pages/17371/vtu_foxville_ver01/sn84023200/1851/06/12/ed-1/seq-1/1",NA,NA,NA,NA,NA,2143,661721,0,"sn84023200","Vermont watchman and State journal (Montpelier, Vt.)",1851,6,12,"seq-1","ed-1",1,"Vermont","17371_0",1312
"546",17371,1851-06-12,"https://articleextractor.org/pages/17371/vtu_foxville_ver01/sn84023200/1851/06/12/ed-1/seq-1/1",NA,NA,NA,NA,NA,2144,661722,1,"sn84023200","Vermont watchman and State journal (Montpelier, Vt.)",1851,6,12,"seq-1","ed-1",1,"Vermont","17371_1",1313
"547",17372,1851-06-12,"https://articleextractor.org/pages/17372/vi_icelandic_ver01/sn84024692/1851/06/12/ed-1/seq-2/1",NA,NA,NA,NA,NA,2145,636190,0,"sn84024692","Richmond daily times (Richmond [Va.])",1851,6,12,"seq-2","ed-1",1,"Virginia","17372_0",1314
"548",17383,1856-04-17,"https://articleextractor.org/pages/17383/vi_manowar_ver01/sn84024738/1856/04/17/ed-1/seq-1/1",NA,NA,NA,NA,NA,2157,642413,0,"sn84024738","The daily dispatch (Richmond [Va.])",1856,4,17,"seq-1","ed-1",1,"Virginia","17383_0",1326
"549",17384,1856-04-11,"https://articleextractor.org/pages/17384/vi_drive_ver01/sn85025007/1856/04/11/ed-1/seq-2/1",NA,NA,NA,NA,NA,2158,631258,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1856,4,11,"seq-2","ed-1",1,"District of Columbia","17384_0",1327
"550",17385,1856-04-04,"https://articleextractor.org/pages/17385/tu_nancy_ver01/sn84024443/1856/04/04/ed-1/seq-2/1",NA,NA,NA,NA,NA,2159,585692,0,"sn84024443","The Athens post (Athens, Tenn.)",1856,4,4,"seq-2","ed-1",1,"Tennessee","17385_0",1328
"551",17386,1856-03-29,"https://articleextractor.org/pages/17386/vi_exmoor_ver01/sn85034360/1856/03/29/ed-1/seq-3/1",NA,NA,NA,NA,NA,2160,633023,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1856,3,29,"seq-3","ed-1",1,"Virginia","17386_0",1329
"552",17387,1856-03-29,"https://articleextractor.org/pages/17387/vi_drive_ver01/sn85025007/1856/03/29/ed-1/seq-2/1",NA,NA,NA,NA,NA,2161,631223,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1856,3,29,"seq-2","ed-1",1,"District of Columbia","17387_0",1330
"553",17389,1856-03-28,"https://articleextractor.org/pages/17389/vi_manowar_ver01/sn84024738/1856/03/28/ed-1/seq-1/2",NA,NA,NA,NA,NA,2162,642306,0,"sn84024738","The daily dispatch (Richmond [Va.])",1856,3,28,"seq-1","ed-1",2,"Virginia","17389_0",1331
"554",17390,1856-03-13,"https://articleextractor.org/pages/17390/whi_dynamite_ver01/sn85040307/1856/03/13/ed-1/seq-2/1",NA,NA,NA,NA,NA,2163,691074,0,"sn85040307","Tribune and telegraph (Kenosha, Wis.)",1856,3,13,"seq-2","ed-1",1,"Wisconsin","17390_0",1332
"555",17391,1856-02-26,"https://articleextractor.org/pages/17391/whi_inez_ver01/sn85033189/1856/02/26/ed-1/seq-2/1",NA,NA,NA,NA,NA,2164,694417,0,"sn85033189","Mineral Point tribune (Mineral Point, ...)",1856,2,26,"seq-2","ed-1",1,"Wisconsin","17391_0",1333
"556",17393,1857-02-06,"https://articleextractor.org/pages/17393/vi_manowar_ver01/sn84024738/1857/02/06/ed-1/seq-4/2",NA,NA,NA,NA,NA,2165,643639,0,"sn84024738","The daily dispatch (Richmond [Va.])",1857,2,6,"seq-4","ed-1",2,"Virginia","17393_0",1334
"557",17394,1857-01-10,"https://articleextractor.org/pages/17394/vi_drive_ver01/sn85025007/1857/01/10/ed-1/seq-2/1",NA,NA,NA,NA,NA,2166,631323,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1857,1,10,"seq-2","ed-1",1,"District of Columbia","17394_0",1335
"558",17395,1857-01-03,"https://articleextractor.org/pages/17395/wvu_lincoln_ver01/sn86092124/1857/01/03/ed-1/seq-2/1",NA,NA,NA,NA,NA,2167,700595,0,"sn86092124","American union (Morgantown, Va....)",1857,1,3,"seq-2","ed-1",1,"West Virginia","17395_0",1336
"559",17396,1857-01-03,"https://articleextractor.org/pages/17396/ohi_ariel_ver02/sn83035487/1857/01/03/ed-1/seq-2/1",NA,NA,NA,NA,NA,2168,467323,0,"sn83035487","Anti-slavery bugle (New-Lisbon, Ohi...)",1857,1,3,"seq-2","ed-1",1,"Ohio","17396_0",1337
"560",17397,1857-01-03,"https://articleextractor.org/pages/17397/ncu_broad_ver01/sn83045450/1857/01/03/ed-1/seq-3/1",NA,NA,NA,NA,NA,2169,366792,0,"sn83045450","Semi-weekly standard (Raleigh, N.C.)",1857,1,3,"seq-3","ed-1",1,"North Carolina","17397_0",1338
"561",17398,1857-01-02,"https://articleextractor.org/pages/17398/ohi_cobweb_ver04/sn85026050/1857/01/02/ed-1/seq-1/1",NA,NA,NA,NA,NA,2170,474391,0,"sn85026050","Fremont journal (Fremont, Sandus...)",1857,1,2,"seq-1","ed-1",1,"Ohio","17398_0",1339
"562",17399,1856-12-30,"https://articleextractor.org/pages/17399/vi_exmoor_ver01/sn85034360/1856/12/30/ed-1/seq-3/1",NA,NA,NA,NA,NA,2171,633522,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1856,12,30,"seq-3","ed-1",1,"Virginia","17399_0",1340
"563",17400,1856-12-30,"https://articleextractor.org/pages/17400/vi_chanel_ver01/sn84024735/1856/12/30/ed-1/seq-4/1",NA,NA,NA,NA,NA,2172,628345,0,"sn84024735","Richmond enquirer (Richmond, Va.)",1856,12,30,"seq-4","ed-1",1,"Virginia","17400_0",1341
"564",17401,1856-12-17,"https://articleextractor.org/pages/17401/ohi_julian_ver02/sn84028794/1856/12/17/ed-1/seq-1/1",NA,NA,NA,NA,NA,2173,499465,0,"sn84028794","The Cadiz Democratic sentinel (Cadiz, Ohio)",1856,12,17,"seq-1","ed-1",1,"Ohio","17401_0",1342
