,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,URL,newspaper_state
11992,13799,1,sn83016025,"The Portland daily press (Portland, Me.)",1883,4,5,seq-1,ed-1,1,https://articleextractor.org/pages/13799/me_edgecomb_ver02/sn83016025/4/5/ed-1/seq-1/1,Maine
11993,13799,2,sn83016025,"The Portland daily press (Portland, Me.)",1883,4,5,seq-1,ed-1,1,https://articleextractor.org/pages/13799/me_edgecomb_ver02/sn83016025/4/5/ed-1/seq-1/1,Maine
17373,13800,0,sn84028490,"The Stark County Democrat (Canton, Ohio)",1883,2,14,seq-1,ed-1,1,https://articleextractor.org/pages/13800/ohi_jaques_ver01/sn84028490/2/14/ed-1/seq-1/1,Ohio
20696,13804,0,sn98060001,"The Middlebury register and Addison County journal (Middlebury, Vt.)",1885,9,4,seq-6,ed-1,1,https://articleextractor.org/pages/13804/vtu_irasburg_ver01/sn98060001/9/4/ed-1/seq-6/1,Vermont
20697,13804,1,sn98060001,"The Middlebury register and Addison County journal (Middlebury, Vt.)",1885,9,4,seq-6,ed-1,1,https://articleextractor.org/pages/13804/vtu_irasburg_ver01/sn98060001/9/4/ed-1/seq-6/1,Vermont
20698,13804,2,sn98060001,"The Middlebury register and Addison County journal (Middlebury, Vt.)",1885,9,4,seq-6,ed-1,1,https://articleextractor.org/pages/13804/vtu_irasburg_ver01/sn98060001/9/4/ed-1/seq-6/1,Vermont
10695,13810,0,sn85029677,"Phillipsburg herald (Phillipsburg, K...)",1894,5,17,seq-1,ed-1,1,https://articleextractor.org/pages/13810/khi_curry_ver01/sn85029677/5/17/ed-1/seq-1/1,Kansas
13623,13811,0,sn90061371,"Potosi journal. (Potosi, Mo.)",1898,6,1,seq-2,ed-1,1,https://articleextractor.org/pages/13811/mohi_marmaduke_ver02/sn90061371/6/1/ed-1/seq-2/1,Missouri
10968,13818,0,sn82016014,"The Topeka state journal (Topeka, Kansas)",1902,6,11,seq-8,ed-1,1,https://articleextractor.org/pages/13818/khi_higuchi_ver01/sn82016014/6/11/ed-1/seq-8/1,Kansas
6816,13831,0,sn89053684,"The Savannah morning news. (Savannah, Ga.)",1904,8,22,seq-8,ed-1,1,https://articleextractor.org/pages/13831/gu_inspector_ver01/sn89053684/8/22/ed-1/seq-8/1,Georgia
6817,13831,1,sn89053684,"The Savannah morning news. (Savannah, Ga.)",1904,8,22,seq-8,ed-1,1,https://articleextractor.org/pages/13831/gu_inspector_ver01/sn89053684/8/22/ed-1/seq-8/1,Georgia
13347,13832,0,sn89066620,"The Jackson herald. (Jackson, Mo.)",1904,1,7,seq-3,ed-1,1,https://articleextractor.org/pages/13832/mohi_felice_ver01/sn89066620/1/7/ed-1/seq-3/1,Missouri
20856,13834,0,sn87093039,"The Leavenworth echo (Leavenworth, Wa...)",1904,3,18,seq-4,ed-1,1,https://articleextractor.org/pages/13834/wa_cedar_ver01/sn87093039/3/18/ed-1/seq-4/1,Washington
11949,13843,0,sn88065721,"Evening capital. (Annapolis, Md.)",1905,10,11,seq-2,ed-1,2,https://articleextractor.org/pages/13843/mdu_kensington_ver02/sn88065721/10/11/ed-1/seq-2/2,Maryland
19734,13846,0,sn83045396,"The Salt Lake tribune (Salt Lake City,...)",1905,6,5,seq-1,ed-1,1,https://articleextractor.org/pages/13846/uuml_merckx_ver01/sn83045396/6/5/ed-1/seq-1/1,Utah
14788,13849,0,2010270509,"The frontier. (O'Neill City, H...)",1905,9,7,seq-6,ed-1,1,https://articleextractor.org/pages/13849/nbu_keithsbear_ver02/2010270509/9/7/ed-1/seq-6/1,Nebraska
14789,13849,1,2010270509,"The frontier. (O'Neill City, H...)",1905,9,7,seq-6,ed-1,1,https://articleextractor.org/pages/13849/nbu_keithsbear_ver02/2010270509/9/7/ed-1/seq-6/1,Nebraska
14790,13849,2,2010270509,"The frontier. (O'Neill City, H...)",1905,9,7,seq-6,ed-1,1,https://articleextractor.org/pages/13849/nbu_keithsbear_ver02/2010270509/9/7/ed-1/seq-6/1,Nebraska
11963,13852,0,sn82014248,"Daily Kennebec journal (Augusta, Me.)",1907,4,23,seq-2,ed-1,1,https://articleextractor.org/pages/13852/me_burdin_ver03/sn82014248/4/23/ed-1/seq-2/1,Maine
7438,13885,0,sn83025182,"The daily Gate City (Keokuk, Iowa)",1914,8,7,seq-3,ed-1,1,https://articleextractor.org/pages/13885/iahi_decorah_ver01/sn83025182/8/7/ed-1/seq-3/1,Iowa
7362,13896,0,sn84038306,"Manchester Democrat (Manchester, Iow...)",1915,7,7,seq-7,ed-1,1,https://articleextractor.org/pages/13896/iahi_bettendorf_ver01/sn84038306/7/7/ed-1/seq-7/1,Iowa
16284,13900,0,sn90063041,"Five Mile Beach weekly journal. (Wildwood, N.J.)",1916,1,7,seq-4,ed-1,1,https://articleextractor.org/pages/13900/njr_harris_ver01/sn90063041/1/7/ed-1/seq-4/1,New Jersey
12948,13903,0,sn83016544,"The Cook County news-herald (Grand Marais, C...)",1916,1,13,seq-2,ed-1,1,https://articleextractor.org/pages/13903/mnhi_kia_ver02/sn83016544/1/13/ed-1/seq-2/1,Minnesota
21743,13912,0,sn86072054,"The West Virginian (Fairmont, W. Va...)",1917,9,21,seq-4,ed-1,1,https://articleextractor.org/pages/13912/wvu_pepper_ver01/sn86072054/9/21/ed-1/seq-4/1,West Virginia
7503,13914,0,sn87057262,"The daily Gate City and constitution-Democrat. (Keokuk, Iowa)",1917,1,11,seq-1,ed-1,2,https://articleextractor.org/pages/13914/iahi_decorah_ver01/sn87057262/1/11/ed-1/seq-1/2,Iowa
14512,13951,0,sn99021999,Omaha daily bee. (Omaha [Neb.]),1920,1,18,seq-2,ed-1,1,https://articleextractor.org/pages/13951/nbu_coreopsis_ver01/sn99021999/1/18/ed-1/seq-2/1,Nebraska
17553,13953,0,sn86064118,"The Tulsa star (Tulsa, Okla.)",1920,4,10,seq-8,ed-1,1,https://articleextractor.org/pages/13953/okhi_delaware_ver01/sn86064118/4/10/ed-1/seq-8/1,Oklahoma
298,13954,0,sn84020657,"The Alaska daily empire (Juneau, Alaska)",1920,12,23,seq-1,ed-1,1,https://articleextractor.org/pages/13954/ak_jellymoss_ver01/sn84020657/12/23/ed-1/seq-1/1,Alaska
21728,13985,0,sn86092050,"The McDowell times (Keystone, W. Va...)",1939,8,11,seq-2,ed-1,1,https://articleextractor.org/pages/13985/wvu_neely_ver01/sn86092050/8/11/ed-1/seq-2/1,West Virginia
12135,13986,0,sn83045324,"The Michigan chronicle (Detroit, Mich.)",1939,7,29,seq-2,ed-1,1,https://articleextractor.org/pages/13986/mimtptc_clare_ver03/sn83045324/7/29/ed-1/seq-2/1,Michigan
12089,13987,0,sn96077289,"The daily monitor leader (Mount Clemens, ...)",1945,12,7,seq-10,ed-1,1,https://articleextractor.org/pages/13987/mimtptc_alma_ver01/sn96077289/12/7/ed-1/seq-10/1,Michigan
12674,13992,0,sn83016804,"St. Paul recorder (St. Paul, Minn.)",1952,3,14,seq-2,ed-1,1,https://articleextractor.org/pages/13992/mnhi_ekiden_ver02/sn83016804/3/14/ed-1/seq-2/1,Minnesota
13933,13995,0,sn85034375,"The Grenada sentinel (Grenada, Miss.)",1906,12,29,seq-3,ed-1,1,https://articleextractor.org/pages/13995/msar_flax_ver01/sn85034375/12/29/ed-1/seq-3/1,Mississippi
8441,13997,0,sn86091197,"The Idaho Republican (Blackfoot, Idah...)",1906,12,28,seq-2,ed-1,1,https://articleextractor.org/pages/13997/idhi_fraser_ver01/sn86091197/12/28/ed-1/seq-2/1,Idaho
18162,14006,0,sn99062034,"The Madison daily leader (Madison, S.D.)",1906,10,30,seq-2,ed-1,1,https://articleextractor.org/pages/14006/sdhi_grenada_ver01/sn99062034/10/30/ed-1/seq-2/1,South Dakota
3793,14007,0,sn90051015,"The La Jara chronicle. (La Jara, Conejo...)",1906,8,31,seq-6,ed-1,1,https://articleextractor.org/pages/14007/cohi_finntown_ver01/sn90051015/8/31/ed-1/seq-6/1,Colorado
17701,14013,0,sn85042303,"The Daily Ardmoreite (Ardmore, Okla.)",1906,5,24,seq-4,ed-1,1,https://articleextractor.org/pages/14013/okhi_kiowa_ver01/sn85042303/5/24/ed-1/seq-4/1,Oklahoma
17702,14013,1,sn85042303,"The Daily Ardmoreite (Ardmore, Okla.)",1906,5,24,seq-4,ed-1,1,https://articleextractor.org/pages/14013/okhi_kiowa_ver01/sn85042303/5/24/ed-1/seq-4/1,Oklahoma
14791,14014,0,2010270509,"The frontier. (O'Neill City, H...)",1906,3,22,seq-7,ed-1,1,https://articleextractor.org/pages/14014/nbu_keithsbear_ver02/2010270509/3/22/ed-1/seq-7/1,Nebraska
15342,14020,0,sn91068367,"The semi-weekly messenger (Wilmington, N.C...)",1903,6,16,seq-7,ed-1,1,https://articleextractor.org/pages/14020/ncu_green_ver01/sn91068367/6/16/ed-1/seq-7/1,North Carolina
15110,14022,0,sn85042204,"Tarboro' press (Tarborough, (Ed...))",1851,9,6,seq-1,ed-1,1,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204/9/6/ed-1/seq-1/1,North Carolina
15109,14022,1,sn85042204,"Tarboro' press (Tarborough, (Ed...))",1851,9,6,seq-1,ed-1,1,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204/9/6/ed-1/seq-1/1,North Carolina
15107,14022,2,sn85042204,"Tarboro' press (Tarborough, (Ed...))",1851,9,6,seq-1,ed-1,1,https://articleextractor.org/pages/14022/ncu_dan_ver01/sn85042204/9/6/ed-1/seq-1/1,North Carolina
11981,14029,0,sn82014248,"Daily Kennebec journal (Augusta, Me.)",1881,4,4,seq-3,ed-1,1,https://articleextractor.org/pages/14029/me_eddington_ver01/sn82014248/4/4/ed-1/seq-3/1,Maine
11661,14030,0,sn88064537,"St. Landry democrat. (Opelousas, La.)",1881,8,27,seq-2,ed-1,1,https://articleextractor.org/pages/14030/lu_blastoise_ver01/sn88064537/8/27/ed-1/seq-2/1,Louisiana
11935,14032,0,sn83009567,"American Republican and Baltimore daily clipper (Baltimore, Md.)",1845,8,5,seq-1,ed-1,1,https://articleextractor.org/pages/14032/mdu_jalapeno_ver02/sn83009567/8/5/ed-1/seq-1/1,Maryland
19810,14033,0,sn84024656,"Richmond daily Whig (Richmond, Va.)",1846,5,21,seq-2,ed-1,1,https://articleextractor.org/pages/14033/vi_appaloosa_ver01/sn84024656/5/21/ed-1/seq-2/1,Virginia
17872,14034,0,sn85027003,"The southern enterprise (Greenville, S.C...)",1857,2,19,seq-2,ed-1,1,https://articleextractor.org/pages/14034/scu_kershawhogjam_ver03/sn85027003/2/19/ed-1/seq-2/1,South Carolina
21521,14035,0,sn84026824,"Shepherdstown register (Shepherdstown, ...)",1858,10,30,seq-2,ed-1,1,https://articleextractor.org/pages/14035/wvu_antares_ver02/sn84026824/10/30/ed-1/seq-2/1,West Virginia
20289,14036,0,sn84024738,The daily dispatch (Richmond [Va.]),1859,11,30,seq-2,ed-1,1,https://articleextractor.org/pages/14036/vi_manowar_ver01/sn84024738/11/30/ed-1/seq-2/1,Virginia
5962,14037,0,sn82014511,"The press and tribune (Chicago, Ill.)",1859,4,11,seq-2,ed-1,1,https://articleextractor.org/pages/14037/dlc_belmont_ver02/sn82014511/4/11/ed-1/seq-2/1,Illinois
12182,14039,0,sn97063063,"East Saginaw courier. (East Saginaw, M...)",1861,9,5,seq-1,ed-1,1,https://articleextractor.org/pages/14039/mimtptc_flint_ver01/sn97063063/9/5/ed-1/seq-1/1,Michigan
15677,14042,0,sn84026536,"Wilmington journal (Wilmington, N.C...)",1869,11,19,seq-2,ed-1,1,https://articleextractor.org/pages/14042/ncu_lumber_ver01/sn84026536/11/19/ed-1/seq-2/1,North Carolina
15678,14042,1,sn84026536,"Wilmington journal (Wilmington, N.C...)",1869,11,19,seq-2,ed-1,1,https://articleextractor.org/pages/14042/ncu_lumber_ver01/sn84026536/11/19/ed-1/seq-2/1,North Carolina
6347,14043,0,sn84031492,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1878,9,24,seq-5,ed-1,1,https://articleextractor.org/pages/14043/dlc_michigan_ver01/sn84031492/9/24/ed-1/seq-5/1,Illinois
17864,14044,0,sn84026853,"The Abbeville press and banner (Abbeville, S.C.)",1876,6,21,seq-2,ed-1,1,https://articleextractor.org/pages/14044/scu_idacox_ver02/sn84026853/6/21/ed-1/seq-2/1,South Carolina
21607,14051,0,sn85059587,"Martinsburg journal (Martinsburg, W....)",1922,9,29,seq-2,ed-1,1,https://articleextractor.org/pages/14051/wvu_els_ver01/sn85059587/9/29/ed-1/seq-2/1,West Virginia
5900,14055,0,sn83045462,"Evening star (Washington, D.C...)",1946,9,28,seq-2,ed-1,1,https://articleextractor.org/pages/14055/dlc_2boccioni_ver01/sn83045462/9/28/ed-1/seq-2/1,District of Columbia
5904,14056,0,sn83045462,"Evening star (Washington, D.C...)",1949,5,20,seq-3,ed-1,1,https://articleextractor.org/pages/14056/dlc_2hayden_ver02/sn83045462/5/20/ed-1/seq-3/1,District of Columbia
5958,14215,0,sn82003410,The daily union (Washington [D.C...),1849,2,13,seq-3,ed-1,1,https://articleextractor.org/pages/14215/dlc_basilisk_ver03/sn82003410/2/13/ed-1/seq-3/1,District of Columbia
11964,14216,0,sn82014356,"Eastern times (Bath, Me.)",1850,8,1,seq-3,ed-1,1,https://articleextractor.org/pages/14216/me_calais_ver02/sn82014356/8/1/ed-1/seq-3/1,Maine
17107,14217,0,sn85026203,"The Portsmouth inquirer (Portsmouth, O. ...)",1850,11,11,seq-3,ed-1,1,https://articleextractor.org/pages/14217/ohi_drake_ver01/sn85026203/11/11/ed-1/seq-3/1,Ohio
13505,14218,0,sn89066057,"Democratic banner. (Bowling Green, ...)",1850,1,14,seq-2,ed-1,1,https://articleextractor.org/pages/14218/mohi_jerome_ver01/sn89066057/1/14/ed-1/seq-2/1,Missouri
7291,14219,0,sn86081965,Des Moines courier. ([Ottumwa] Iowa),1851,4,25,seq-3,ed-1,1,https://articleextractor.org/pages/14219/iahi_bellsprout_ver01/sn86081965/4/25/ed-1/seq-3/1,Iowa
17829,14220,0,sn85055197,"Lewisburg chronicle (Lewisburg, Pa.)",1851,6,25,seq-4,ed-1,1,https://articleextractor.org/pages/14220/pst_fenske_ver02/sn85055197/6/25/ed-1/seq-4/1,Pennsylvania
20166,14221,0,sn84024718,"Staunton spectator (Staunton, Va.)",1851,5,14,seq-2,ed-1,1,https://articleextractor.org/pages/14221/vi_kernals_ver02/sn84024718/5/14/ed-1/seq-2/1,Virginia
6015,14222,0,sn82014434,The republic (Washington [D.C...),1851,9,24,seq-3,ed-1,1,https://articleextractor.org/pages/14222/dlc_dragon_ver01/sn82014434/9/24/ed-1/seq-3/1,District of Columbia
20267,14223,0,sn84024738,The daily dispatch (Richmond [Va.]),1856,11,13,seq-2,ed-1,1,https://articleextractor.org/pages/14223/vi_manowar_ver01/sn84024738/11/13/ed-1/seq-2/1,Virginia
17155,14224,0,sn84028820,"Holmes County Republican (Millersburg, Ho...)",1857,7,16,seq-2,ed-1,1,https://articleextractor.org/pages/14224/ohi_edgar_ver01/sn84028820/7/16/ed-1/seq-2/1,Ohio
14972,14225,0,sn84045030,"Weekly North Carolina standard (Raleigh, N.C.)",1857,6,17,seq-4,ed-1,1,https://articleextractor.org/pages/14225/ncu_alligator_ver01/sn84045030/6/17/ed-1/seq-4/1,North Carolina
6319,14226,0,sn83045462,"Evening star (Washington, D.C...)",1861,1,17,seq-2,ed-1,1,https://articleextractor.org/pages/14226/dlc_leonberger_ver03/sn83045462/1/17/ed-1/seq-2/1,District of Columbia
6321,14228,0,sn83045462,"Evening star (Washington, D.C...)",1861,10,8,seq-2,ed-1,1,https://articleextractor.org/pages/14228/dlc_leonberger_ver03/sn83045462/10/8/ed-1/seq-2/1,District of Columbia
20726,14229,0,sn84022367,"Rutland weekly herald (Rutland, Vt.)",1862,8,28,seq-4,ed-1,1,https://articleextractor.org/pages/14229/vtu_leek_ver01/sn84022367/8/28/ed-1/seq-4/1,Vermont
6354,14231,0,sn84031492,"Chicago daily tribune (Chicago, Ill.) 1872-1963",1878,10,14,seq-4,ed-1,1,https://articleextractor.org/pages/14231/dlc_michigan_ver01/sn84031492/10/14/ed-1/seq-4/1,Illinois
12069,14232,0,sn92063852,"The Detroit tribune. (Detroit, Mich.)",1942,7,18,seq-1,ed-1,1,https://articleextractor.org/pages/14232/mimtptc_albion_ver01/sn92063852/7/18/ed-1/seq-1/1,Michigan
146,14234,0,sn86072239,"The Cordova daily times (Cordova, Alaska)",1921,8,3,seq-1,ed-1,1,https://articleextractor.org/pages/14234/ak_gyrfalcon_ver01/sn86072239/8/3/ed-1/seq-1/1,Alaska
115,14237,0,sn84020657,"The Alaska daily empire (Juneau, Alaska)",1923,2,5,seq-1,ed-1,1,https://articleextractor.org/pages/14237/ak_flatheadsole_ver01/sn84020657/2/5/ed-1/seq-1/1,Alaska
125,14238,0,sn84020657,"The Alaska daily empire (Juneau, Alaska)",1924,7,22,seq-1,ed-1,1,https://articleextractor.org/pages/14238/ak_goshawk_ver01/sn84020657/7/22/ed-1/seq-1/1,Alaska
304,14239,0,sn87062011,"The Nome daily nugget. (Nome, Alaska)",1914,4,7,seq-1,ed-1,1,https://articleextractor.org/pages/14239/ak_kingcrab_ver03/sn87062011/4/7/ed-1/seq-1/1,Alaska
258,14241,0,sn98059811,"Seward weekly gateway. (Seward, Alaska)",1907,8,3,seq-4,ed-1,1,https://articleextractor.org/pages/14241/ak_harborseal_ver04/sn98059811/8/3/ed-1/seq-4/1,Alaska
222,14242,0,sn87062013,"The Nome nugget. (Nome, Alaska)",1925,2,28,seq-5,ed-1,1,https://articleextractor.org/pages/14242/ak_halibut_ver01/sn87062013/2/28/ed-1/seq-5/1,Alaska
218,14243,0,sn96060003,"The daily Alaska citizen. (Fairbanks, Alas...)",1919,11,12,seq-1,ed-1,1,https://articleextractor.org/pages/14243/ak_gyrfalcon_ver01/sn96060003/11/12/ed-1/seq-1/1,Alaska
215,14244,0,sn96060003,"The daily Alaska citizen. (Fairbanks, Alas...)",1919,9,30,seq-1,ed-1,1,https://articleextractor.org/pages/14244/ak_gyrfalcon_ver01/sn96060003/9/30/ed-1/seq-1/1,Alaska
264,14245,0,sn87062169,"Seward daily gateway (Seward, Alaska)",1932,4,18,seq-1,ed-1,1,https://articleextractor.org/pages/14245/ak_icelandgull_ver01/sn87062169/4/18/ed-1/seq-1/1,Alaska
282,14246,0,sn84020657,"The Alaska daily empire (Juneau, Alaska)",1917,6,14,seq-8,ed-1,1,https://articleextractor.org/pages/14246/ak_jellymoss_ver01/sn84020657/6/14/ed-1/seq-8/1,Alaska
479,14248,0,sn86090230,"The log cabin Democrat (Conway, Ark.) 1901-1982",1906,7,19,seq-3,ed-1,1,https://articleextractor.org/pages/14248/arhi_charmander_ver01/sn86090230/7/19/ed-1/seq-3/1,Arkansas
495,14249,0,sn89051194,"The Conway log cabin. (Conway, Faulkne...)",1901,7,23,seq-2,ed-1,1,https://articleextractor.org/pages/14249/arhi_charmander_ver01/sn89051194/7/23/ed-1/seq-2/1,Arkansas
549,14250,0,sn85032996,"The Mena weekly star (Mena, Ark.)",1897,10,27,seq-4,ed-1,1,https://articleextractor.org/pages/14250/arhi_electabuzz_ver01/sn85032996/10/27/ed-1/seq-4/1,Arkansas
556,14251,0,sn89051213,"The Mena weekly star. (Mena, Ark.)",1909,6,10,seq-6,ed-1,2,https://articleextractor.org/pages/14251/arhi_electabuzz_ver01/sn89051213/6/10/ed-1/seq-6/2,Arkansas
824,14253,0,sn84023017,"The Russellville Democrat (Russellville, A...)",1889,7,25,seq-1,ed-1,1,https://articleextractor.org/pages/14253/arhi_igglybuff_ver01/sn84023017/7/25/ed-1/seq-1/1,Arkansas
705,14254,0,sn89051285,"The Sentinel=record. (Hot Springs, Ar...)",1918,12,21,seq-3,ed-1,1,https://articleextractor.org/pages/14254/arhi_gyarados_ver01/sn89051285/12/21/ed-1/seq-3/1,Arkansas
699,14255,0,sn89051285,"The Sentinel=record. (Hot Springs, Ar...)",1918,5,22,seq-1,ed-1,1,https://articleextractor.org/pages/14255/arhi_gyarados_ver01/sn89051285/5/22/ed-1/seq-1/1,Arkansas
667,14256,0,sn89051168,"Pine Bluff daily graphic. (Pine Bluff, Ark...)",1898,6,6,seq-5,ed-1,1,https://articleextractor.org/pages/14256/arhi_fugazi_ver01/sn89051168/6/6/ed-1/seq-5/1,Arkansas
647,14257,0,sn89051168,"Pine Bluff daily graphic. (Pine Bluff, Ark...)",1894,9,11,seq-2,ed-1,1,https://articleextractor.org/pages/14257/arhi_elvis_ver01/sn89051168/9/11/ed-1/seq-2/1,Arkansas
649,14257,1,sn89051168,"Pine Bluff daily graphic. (Pine Bluff, Ark...)",1894,9,11,seq-2,ed-1,1,https://articleextractor.org/pages/14257/arhi_elvis_ver01/sn89051168/9/11/ed-1/seq-2/1,Arkansas
637,14258,0,sn84022980,"The Monticellonian (Monticello, Ark...)",1901,7,5,seq-1,ed-1,1,https://articleextractor.org/pages/14258/arhi_elvis_ver01/sn84022980/7/5/ed-1/seq-1/1,Arkansas
707,14259,0,sn90050307,"The Prescott daily news. (Prescott, Ark.)",1908,5,11,seq-3,ed-1,1,https://articleextractor.org/pages/14259/arhi_gyarados_ver01/sn90050307/5/11/ed-1/seq-3/1,Arkansas
709,14260,0,sn90050307,"The Prescott daily news. (Prescott, Ark.)",1908,7,18,seq-4,ed-1,1,https://articleextractor.org/pages/14260/arhi_gyarados_ver01/sn90050307/7/18/ed-1/seq-4/1,Arkansas
711,14261,0,sn90050307,"The Prescott daily news. (Prescott, Ark.)",1908,8,6,seq-1,ed-1,1,https://articleextractor.org/pages/14261/arhi_gyarados_ver01/sn90050307/8/6/ed-1/seq-1/1,Arkansas
991,14262,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1915,11,1,seq-1,ed-1,1,https://articleextractor.org/pages/14262/au_ayler_ver01/sn85038485/11/1/ed-1/seq-1/1,Alabama
1040,14264,0,sn86072192,"The age-herald (Birmingham, Ala...)",1899,9,28,seq-4,ed-1,1,https://articleextractor.org/pages/14264/au_brown_ver01/sn86072192/9/28/ed-1/seq-4/1,Alabama
1240,14265,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1919,9,23,seq-2,ed-1,1,https://articleextractor.org/pages/14265/au_carver_ver01/sn85038485/9/23/ed-1/seq-2/1,Alabama
1363,14266,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1905,7,5,seq-1,ed-1,1,https://articleextractor.org/pages/14266/au_davis_ver01/sn85038485/7/5/ed-1/seq-1/1,Alabama
1298,14267,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1904,3,12,seq-1,ed-1,1,https://articleextractor.org/pages/14267/au_davis_ver01/sn85038485/3/12/ed-1/seq-1/1,Alabama
1406,14268,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1906,8,8,seq-1,ed-1,1,https://articleextractor.org/pages/14268/au_evans_ver01/sn85038485/8/8/ed-1/seq-1/1,Alabama
1409,14268,1,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1906,8,8,seq-1,ed-1,1,https://articleextractor.org/pages/14268/au_evans_ver01/sn85038485/8/8/ed-1/seq-1/1,Alabama
1476,14269,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1907,7,17,seq-1,ed-1,1,https://articleextractor.org/pages/14269/au_evans_ver01/sn85038485/7/17/ed-1/seq-1/1,Alabama
1492,14271,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1908,9,9,seq-1,ed-1,1,https://articleextractor.org/pages/14271/au_flagg_ver01/sn85038485/9/9/ed-1/seq-1/1,Alabama
1505,14272,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1909,2,10,seq-1,ed-1,1,https://articleextractor.org/pages/14272/au_flagg_ver01/sn85038485/2/10/ed-1/seq-1/1,Alabama
1509,14273,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1909,2,12,seq-1,ed-1,1,https://articleextractor.org/pages/14273/au_flagg_ver01/sn85038485/2/12/ed-1/seq-1/1,Alabama
1620,14274,0,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1912,1,2,seq-6,ed-1,1,https://articleextractor.org/pages/14274/au_huie_ver01/sn85038485/1/2/ed-1/seq-6/1,Alabama
1621,14274,1,sn85038485,"The Birmingham age-herald (Birmingham, Ala...)",1912,1,2,seq-6,ed-1,1,https://articleextractor.org/pages/14274/au_huie_ver01/sn85038485/1/2/ed-1/seq-6/1,Alabama
1791,14275,0,sn85032938,"Arizona weekly journal-miner (Prescott, Ariz.)",1891,9,30,seq-1,ed-1,1,https://articleextractor.org/pages/14275/az_apachetrout_ver01/sn85032938/9/30/ed-1/seq-1/1,Arizona
1792,14276,0,sn85032938,"Arizona weekly journal-miner (Prescott, Ariz.)",1892,3,2,seq-1,ed-1,1,https://articleextractor.org/pages/14276/az_apachetrout_ver01/sn85032938/3/2/ed-1/seq-1/1,Arizona
1793,14277,0,sn85032938,"Arizona weekly journal-miner (Prescott, Ariz.)",1894,5,2,seq-1,ed-1,1,https://articleextractor.org/pages/14277/az_apachetrout_ver01/sn85032938/5/2/ed-1/seq-1/1,Arizona
1795,14278,0,sn85032938,"Arizona weekly journal-miner (Prescott, Ariz.)",1896,2,19,seq-1,ed-1,1,https://articleextractor.org/pages/14278/az_apachetrout_ver01/sn85032938/2/19/ed-1/seq-1/1,Arizona
