"","X","newspaper","location","date1","year","full_text","date_original","full_state","state1","city1","full_state1","city","state","pubX","publication","black","Newspapers"
"307",307,"Evening star.","Washington, D.C.","September 10",1894,"Evening star. [volume] (Washington, D.C.), September 10, 1894, Page 2, Image 2","September 10, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","evening star",NA,"N",NA
"308",308,"The Washington times.","Washington, D.C.","September 14",1894,"The Washington times. (Washington, D.C.), September 14, 1894, Page 3, Image 3","September 14, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","the washington times",NA,"N",NA
"309",309,"The Indianapolis journal.","Indianapolis [Ind.]","August 04",1894,"The Indianapolis journal. [volume] (Indianapolis [Ind.]), August 04, 1894, Image 1","August 04, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the indianapolis journal",NA,"N",NA
"310",310,"The indicator.","Pueblo, Colo.","December 15",1894,"The indicator. (Pueblo, Colo.), December 15, 1894, Image 2","December 15, 1894","Colorado","Colo","Pueblo",NA,"Pueblo","Colo.","the indicator",NA,"N",NA
"311",311,"Alexandria gazette.","Alexandria, D.C.","October 26",1894,"Alexandria gazette. [volume] (Alexandria, D.C.), October 26, 1894, Image 2","October 26, 1894","District of Columbia","DC","Alexandria",NA,"Alexandria","D.C.","alexandria gazette",NA,"N",NA
"312",312,"The Indianapolis journal.","Indianapolis [Ind.]","September 27",1894,"The Indianapolis journal. [volume] (Indianapolis [Ind.]), September 27, 1894, Page 6, Image 6","September 27, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the indianapolis journal",NA,"N",NA
"313",313,"Evening star.","Washington, D.C.","December 19",1894,"Evening star. [volume] (Washington, D.C.), December 19, 1894, Page 9, Image 9","December 19, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","evening star",NA,"N",NA
"314",314,"The National tribune.","Washington, D.C.","December 27",1894,"The National tribune. [volume] (Washington, D.C.), December 27, 1894, Page 5, Image 5","December 27, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","the national tribune",NA,"N",NA
"315",315,"The gazette.","Cleveland, Ohio","August 11",1894,"The gazette. [volume] (Cleveland, Ohio), August 11, 1894, Page 3, Image 3","August 11, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"316",316,"The sun.","New York [N.Y.]","July 31",1894,"The sun. [volume] (New York [N.Y.]), July 31, 1894, Page 7, Image 7","July 31, 1894","New York",NA,"New York NY",NA,"New York [N.Y.]",NA,"the sun",NA,"N",NA
"317",317,"The sun.","New York [N.Y.]","August 01",1894,"The sun. [volume] (New York [N.Y.]), August 01, 1894, Page 6, Image 6","August 01, 1894","New York",NA,"New York NY",NA,"New York [N.Y.]",NA,"the sun",NA,"N",NA
"318",318,"Richmond planet.","Richmond, Va.","April 28",1894,"Richmond planet. [volume] (Richmond, Va.), April 28, 1894, Image 2","April 28, 1894","Virginia","Va","Richmond",NA,"Richmond","Va.","richmond planet","Richmond Planet","Y","Richmond Planet (Richmond, Va.) 1883-1938"
"319",319,"The morning call.","San Francisco [Calif.]","October 16",1894,"The morning call. [volume] (San Francisco [Calif.]), October 16, 1894, Page 5, Image 5","October 16, 1894","California",NA,"San Francisco Calif",NA,"San Francisco [Calif.]",NA,"the morning call",NA,"N",NA
"320",320,"The gold leaf.","Henderson, N.C.","August 30",1894,"The gold leaf. [volume] (Henderson, N.C.), August 30, 1894, Image 1","August 30, 1894","North Carolina","NC","Henderson",NA,"Henderson","N.C.","the gold leaf",NA,"N",NA
"321",321,"The Salt Lake herald.","Salt Lake City [Utah]","September 15",1894,"The Salt Lake herald. [volume] (Salt Lake City [Utah]), September 15, 1894, Image 1","September 15, 1894","Utah",NA,"Salt Lake City Utah",NA,"Salt Lake City [Utah]",NA,"the salt lake herald",NA,"N",NA
"322",322,"The Salt Lake herald.","Salt Lake City [Utah]","October 16",1894,"The Salt Lake herald. [volume] (Salt Lake City [Utah]), October 16, 1894, Image 1","October 16, 1894","Utah",NA,"Salt Lake City Utah",NA,"Salt Lake City [Utah]",NA,"the salt lake herald",NA,"N",NA
"323",323,"The Indianapolis journal.","Indianapolis [Ind.]","October 01",1894,"The Indianapolis journal. [volume] (Indianapolis [Ind.]), October 01, 1894, Page 8, Image 8","October 01, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the indianapolis journal",NA,"N",NA
"324",324,"The morning call.","San Francisco [Calif.]","August 04",1894,"The morning call. [volume] (San Francisco [Calif.]), August 04, 1894, Page 2, Image 2","August 04, 1894","California",NA,"San Francisco Calif",NA,"San Francisco [Calif.]",NA,"the morning call",NA,"N",NA
"325",325,"Iowa state bystander.","Des Moines, Iowa","October 05",1894,"Iowa state bystander. [volume] (Des Moines, Iowa), October 05, 1894, Image 1","October 05, 1894","Iowa","Iowa","Des Moines",NA,"Des Moines","Iowa","iowa state bystander","Iowa State Bystander","Y","Iowa State Bystander (Des Moines, Iowa) 1894-1916"
"326",326,"The news & observer.","Raleigh, N.C.","December 23",1894,"The news & observer. [volume] (Raleigh, N.C.), December 23, 1894, Image 2","December 23, 1894","North Carolina","NC","Raleigh",NA,"Raleigh","N.C.","the news  observer",NA,"N",NA
"327",327,"St. Paul daily globe.","Saint Paul, Minn.","June 10",1894,"St. Paul daily globe. [volume] (Saint Paul, Minn.), June 10, 1894, Page 2, Image 2","June 10, 1894","Minnesota","Minn","Saint Paul",NA,"Saint Paul","Minn.","st paul daily globe",NA,"N",NA
"328",328,"The Wheeling daily intelligencer.","Wheeling, W. Va.","August 04",1894,"The Wheeling daily intelligencer. [volume] (Wheeling, W. Va.), August 04, 1894, Image 1","August 04, 1894","Virginia","W Va","Wheeling",NA,"Wheeling","W. Va.","the wheeling daily intelligencer",NA,"N",NA
"329",329,"Richmond planet.","Richmond, Va.","July 21",1894,"Richmond planet. [volume] (Richmond, Va.), July 21, 1894, Image 1","July 21, 1894","Virginia","Va","Richmond",NA,"Richmond","Va.","richmond planet","Richmond Planet","Y","Richmond Planet (Richmond, Va.) 1883-1938"
"330",330,"The gazette.","Cleveland, Ohio","November 24",1894,"The gazette. [volume] (Cleveland, Ohio), November 24, 1894, Page 3, Image 3","November 24, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"331",331,"New-York tribune.","New York [N.Y.]","December 17",1894,"New-York tribune. [volume] (New York [N.Y.]), December 17, 1894, Page 12, Image 12","December 17, 1894","New York",NA,"New York NY",NA,"New York [N.Y.]",NA,"newyork tribune",NA,"N",NA
"332",332,"The morning call.","San Francisco [Calif.]","September 17",1894,"The morning call. [volume] (San Francisco [Calif.]), September 17, 1894, Page 2, Image 2","September 17, 1894","California",NA,"San Francisco Calif",NA,"San Francisco [Calif.]",NA,"the morning call",NA,"N",NA
"333",333,"The Opelousas courier.","Opelousas, La.","August 11",1894,"The Opelousas courier. [volume] (Opelousas, La.), August 11, 1894, Image 1","August 11, 1894","Louisiana","La","Opelousas",NA,"Opelousas","La.","the opelousas courier",NA,"N",NA
"334",334,"The Prince George's enquirer and southern Maryland advertiser.","Upper Marlborough, Md.","August 10",1894,"The Prince George's enquirer and southern Maryland advertiser. (Upper Marlborough, Md.), August 10, 1894, Image 2","August 10, 1894","Maryland","Md","Upper Marlborough",NA,"Upper Marlborough","Md.","the prince georges enquirer and southern maryland advertiser",NA,"N",NA
"335",335,"The Indianapolis journal.","Indianapolis [Ind.]","September 29",1894,"The Indianapolis journal. [volume] (Indianapolis [Ind.]), September 29, 1894, Page 8, Image 8","September 29, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the indianapolis journal",NA,"N",NA
"336",336,"Omaha daily bee.","Omaha [Neb.]","August 04",1894,"Omaha daily bee. (Omaha [Neb.]), August 04, 1894, Page 5, Image 5","August 04, 1894","Nebraska",NA,"Omaha Neb","Nebraska","Omaha [Neb.]",NA,"omaha daily bee",NA,"N",NA
"337",337,"Iowa state bystander.","Des Moines, Iowa","December 14",1894,"Iowa state bystander. [volume] (Des Moines, Iowa), December 14, 1894, Image 1","December 14, 1894","Iowa","Iowa","Des Moines",NA,"Des Moines","Iowa","iowa state bystander","Iowa State Bystander","Y","Iowa State Bystander (Des Moines, Iowa) 1894-1916"
"338",338,"The Providence news.","Providence [R.I.]","October 29",1894,"The Providence news. (Providence [R.I.]), October 29, 1894, Image 1","October 29, 1894","Rhode Island",NA,"Providence RI",NA,"Providence [R.I.]",NA,"the providence news",NA,"N",NA
"339",339,"The gazette.","Cleveland, Ohio","November 03",1894,"The gazette. [volume] (Cleveland, Ohio), November 03, 1894, Image 1","November 03, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"340",340,"The gazette.","Cleveland, Ohio","September 08",1894,"The gazette. [volume] (Cleveland, Ohio), September 08, 1894, Image 1","September 08, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"341",341,"The gazette.","Cleveland, Ohio","August 25",1894,"The gazette. [volume] (Cleveland, Ohio), August 25, 1894, Page 2, Image 2","August 25, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"342",342,"The morning news.","Savannah, Ga.","June 23",1894,"The morning news. [volume] (Savannah, Ga.), June 23, 1894, Image 1","June 23, 1894","Georgia","Ga","Savannah",NA,"Savannah","Ga.","the morning news",NA,"N",NA
"343",343,"The sun.","New York [N.Y.]","July 26",1894,"The sun. [volume] (New York [N.Y.]), July 26, 1894, Page 7, Image 7","July 26, 1894","New York",NA,"New York NY",NA,"New York [N.Y.]",NA,"the sun",NA,"N",NA
"344",344,"Evening star.","Washington, D.C.","October 13",1894,"Evening star. [volume] (Washington, D.C.), October 13, 1894, Page 13, Image 13","October 13, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","evening star",NA,"N",NA
"345",345,"The sun.","New York [N.Y.]","August 05",1894,"The sun. [volume] (New York [N.Y.]), August 05, 1894, 3, Page 2, Image 20","August 05, 1894","New York",NA,"New York NY",NA,"New York [N.Y.]",NA,"the sun",NA,"N",NA
"346",346,"The aegis & intelligencer.","Bel Air, Md.","August 10",1894,"The aegis & intelligencer. [volume] (Bel Air, Md.), August 10, 1894, Image 2","August 10, 1894","Maryland","Md","Bel Air",NA,"Bel Air","Md.","the aegis  intelligencer",NA,"N",NA
"347",347,"The People's friend.","Wichita, Kan.","August 10",1894,"The People's friend. [volume] (Wichita, Kan.), August 10, 1894, Image 1","August 10, 1894","Kansas","Kan","Wichita",NA,"Wichita","Kan.","the peoples friend","The People's Friend","Y","The People's Friend (Wichita, Kan.) 1894-1896"
"348",348,"Evening star.","Washington, D.C.","December 21",1894,"Evening star. [volume] (Washington, D.C.), December 21, 1894, Image 2","December 21, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","evening star",NA,"N",NA
"349",349,"Evening star.","Washington, D.C.","September 06",1894,"Evening star. [volume] (Washington, D.C.), September 06, 1894, Page 2, Image 2","September 06, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","evening star",NA,"N",NA
"350",350,"The Washington times.","Washington, D.C.","October 16",1894,"The Washington times. (Washington, D.C.), October 16, 1894, Image 1","October 16, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","the washington times",NA,"N",NA
"351",351,"The Indianapolis journal.","Indianapolis [Ind.]","October 16",1894,"The Indianapolis journal. [volume] (Indianapolis [Ind.]), October 16, 1894, Page 2, Image 2","October 16, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the indianapolis journal",NA,"N",NA
"352",352,"St. Tammany farmer.","Covington, La.","August 25",1894,"St. Tammany farmer. [volume] (Covington, La.), August 25, 1894, Image 2","August 25, 1894","Louisiana","La","Covington",NA,"Covington","La.","st tammany farmer",NA,"N",NA
"353",353,"The Washington times.","Washington, D.C.","August 04",1894,"The Washington times. (Washington, D.C.), August 04, 1894, Image 1","August 04, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","the washington times",NA,"N",NA
"354",354,"The morning news.","Savannah, Ga.","September 17",1894,"The morning news. [volume] (Savannah, Ga.), September 17, 1894, Image 1","September 17, 1894","Georgia","Ga","Savannah",NA,"Savannah","Ga.","the morning news",NA,"N",NA
"355",355,"The Hartford herald.","Hartford, Ky.","August 22",1894,"The Hartford herald. [volume] (Hartford, Ky.), August 22, 1894, Image 2","August 22, 1894","Kentucky","Ky","Hartford",NA,"Hartford","Ky.","the hartford herald",NA,"N",NA
"356",356,"The Salt Lake herald.","Salt Lake City [Utah]","September 15",1894,"The Salt Lake herald. [volume] (Salt Lake City [Utah]), September 15, 1894, Page 2, Image 2","September 15, 1894","Utah",NA,"Salt Lake City Utah",NA,"Salt Lake City [Utah]",NA,"the salt lake herald",NA,"N",NA
"357",357,"Omaha daily bee.","Omaha [Neb.]","June 30",1894,"Omaha daily bee. (Omaha [Neb.]), June 30, 1894, Page 4, Image 4","June 30, 1894","Nebraska",NA,"Omaha Neb","Nebraska","Omaha [Neb.]",NA,"omaha daily bee",NA,"N",NA
"358",358,"St. Paul daily globe.","Saint Paul, Minn.","September 17",1894,"St. Paul daily globe. [volume] (Saint Paul, Minn.), September 17, 1894, Page 3, Image 3","September 17, 1894","Minnesota","Minn","Saint Paul",NA,"Saint Paul","Minn.","st paul daily globe",NA,"N",NA
"359",359,"The gazette.","Cleveland, Ohio","October 13",1894,"The gazette. [volume] (Cleveland, Ohio), October 13, 1894, Page 2, Image 2","October 13, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"360",360,"The Wichita daily eagle.","Wichita, Kan.","August 28",1894,"The Wichita daily eagle. [volume] (Wichita, Kan.), August 28, 1894, Page 6, Image 6","August 28, 1894","Kansas","Kan","Wichita",NA,"Wichita","Kan.","the wichita daily eagle",NA,"N",NA
"361",361,"The Washington times.","Washington, D.C.","September 15",1894,"The Washington times. (Washington, D.C.), September 15, 1894, Page 2, Image 2","September 15, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","the washington times",NA,"N",NA
"362",362,"Evening star.","Washington, D.C.","August 22",1894,"Evening star. [volume] (Washington, D.C.), August 22, 1894, Page 5, Image 5","August 22, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","evening star",NA,"N",NA
"363",363,"New-York tribune.","New York [N.Y.]","August 17",1894,"New-York tribune. [volume] (New York [N.Y.]), August 17, 1894, Page 3, Image 3","August 17, 1894","New York",NA,"New York NY",NA,"New York [N.Y.]",NA,"newyork tribune",NA,"N",NA
"364",364,"The Mount Holly news.","Mount Holly, Burlington Co., N.J.","October 30",1894,"The Mount Holly news. [volume] (Mount Holly, Burlington Co., N.J.), October 30, 1894, Image 3","October 30, 1894","New Jersey","Burlington Co","Mount Holly",NA,"Mount Holly","Burlington Co.","the mount holly news",NA,"N",NA
"365",365,"The daily herald.","Brownsville, Tex.","June 02",1894,"The daily herald. [volume] (Brownsville, Tex.), June 02, 1894, Image 6","June 02, 1894","Texas","Tex","Brownsville",NA,"Brownsville","Tex.","the daily herald",NA,"N",NA
"366",366,"Vorwärts!.","Milwaukee, Wis.","August 26",1894,"Vorwärts!. [volume] (Milwaukee, Wis.), August 26, 1894, Image 1","August 26, 1894","Wisconsin","Wis","Milwaukee",NA,"Milwaukee","Wis.","vorwärts",NA,"N",NA
"367",367,"The Lamar register.","Lamar, Colo.","October 20",1894,"The Lamar register. [volume] (Lamar, Colo.), October 20, 1894, Image 2","October 20, 1894","Colorado","Colo","Lamar",NA,"Lamar","Colo.","the lamar register",NA,"N",NA
"368",368,"The Washington bee.","Washington, D.C.","December 08",1894,"The Washington bee. [volume] (Washington, D.C.), December 08, 1894, Image 1","December 08, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","the washington bee","The Washington Bee","Y","The Washington Bee (Washington, D.C.) 1884-1922"
"369",369,"The freeman.","Indianapolis [Ind.]","March 03",1894,"The freeman. [volume] (Indianapolis [Ind.]), March 03, 1894, Image 1","March 03, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"370",370,"The Marietta journal.","Marietta, Ga.","June 28",1894,"The Marietta journal. [volume] (Marietta, Ga.), June 28, 1894, Image 2","June 28, 1894","Georgia","Ga","Marietta",NA,"Marietta","Ga.","the marietta journal",NA,"N",NA
"371",371,"The morning call.","San Francisco [Calif.]","September 15",1894,"The morning call. [volume] (San Francisco [Calif.]), September 15, 1894, Image 1","September 15, 1894","California",NA,"San Francisco Calif",NA,"San Francisco [Calif.]",NA,"the morning call",NA,"N",NA
"372",372,"The freeman.","Indianapolis [Ind.]","September 01",1894,"The freeman. [volume] (Indianapolis [Ind.]), September 01, 1894, Image 1","September 01, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"373",373,"The American citizen.","Topeka, Kan.","August 17",1894,"The American citizen. [volume] (Topeka, Kan.), August 17, 1894, Image 2","August 17, 1894","Kansas","Kan","Topeka",NA,"Topeka","Kan.","the american citizen","The American Citizen","Y","The American Citizen (Topeka, Kan.) 1888-1909"
"374",374,"The Washington times.","Washington, D.C.","December 21",1894,"The Washington times. (Washington, D.C.), December 21, 1894, Page 6, Image 6","December 21, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","the washington times",NA,"N",NA
